Which of the following is your main workplace?,Department,Grade,Role,"The new Hybrid Workplace Flexibility guidelines provides greater flexibility for employees to choose their work site, work location, and work hours. How have you arranged your work time between office and home since the Hybrid Workplace Flexibility guidel",What is your regular schedule of working from home by now?,"Considering the workdays after the Hybrid Workplace Flexibility guidelines took effect, how many days on average do you work from home? ",Saving commute time to office,Being more focused on my work,Attending early online meetings,Few or no meetings in the office,Childcare needs,Taking care of some family responsibilities,Wellness and work-life balance,Food catering at home,Weather,Other,Network connectivity in office,Ergonomic furniture in office,"Specific equipment in office (e.g., monitors, printers)",Food catering in office,Other facilities like gym,Workplace atmosphere in office,Meetings/events to attend in-person,Communication/Collaboration with co-workers,Social interactions with colleagues,Being more focused on my work3,Keeping work and life separated,Other4,"I am clear about the Hybrid Workplace Flexibility guidelines and I know how to proceed if I want to change my work site, work location, and/or work hours.",I have received sufficient support from my manager on hybrid working.,It is entirely or mostly my decision on when I will work from home.,I discuss with my manager on when I will work from home.,I coordinate with others when I plan to work from home.,I think it is important to notify others when I work from home.,I tend to work longer hours when I work from home.,I tend to start working earlier when I work from home.,I try to do more individual tasks than collaborative tasks when I work from home.,I don’t feel compelled/obligated to be always online when I work from home.,I don’t feel peer-pressured when I work from home but others work in office.,I don’t feel difficult to work with colleagues in office when I work from home.,I don’t feel difficult to socially connect with colleagues in office when I work from home.,"I can be equally as productive, or more productive in the hybrid working mode.",Hybrid working gives me more flexibility in how I work.,Hybrid working helps me better manage my well-being needs.,Hybrid working increases my job satisfaction.,"No matter of teamwork or independent work, it is my responsibility to share my workplace status in case anyone needs to find me",I will notify my manager when I work from home.,I will notify my team members or co-workers when I work from home.,I am willing to share my workplace status only when I feel it may affect others’ work.,I mainly share my workplace status only when others inquire of me.,I share mostly because it is demanded by my manager.,"I have a regular pattern working from home or in office, so I mainly share my status if the pattern breaks.","I would like to share my workplace status, but I often forget.",Not applicable,Teams status message,Teams chat,Outlook status message,Emails,WeChat (or other social media tools),Phone call,Oral message,Not applicable5,Other6,One on one meetings with my manager,Ad-hoc meetings with co-workers,Project or product planning meetings,Project or product review meetings,Project regular sync-up meetings,Project brainstorming meetings,Regular team meetings,Organization all-hands meetings,Training meetings,Informal learning and sharing meetings (brown-bags),Meetings with external customers or partners,One on one meetings with my manager8,Ad-hoc meetings with co-workers9,Project or product planning meetings10,Project or product review meetings11,Project regular sync-up meetings12,Project brainstorming meetings13,Regular team meetings14,Organization all-hands meetings15,Training meetings16,Informal learning and sharing meetings (brown-bags)17,Meetings with external customers or partners18,"Among all meetings you have joined, what is the percentage of hybrid meetings, where some participants join in-person while others join remotely? ",Schedule hybrid meetings that have both on-site and remote attendees,Ensure same meeting context: both on-site and remote attendees can see shared documents and hear each other,"Ensure hybrid meetings to be engaged, especially for those joined remotely","Ensure hybrid meetings to be inclusive, especially remote attendees can speak up and get themselves heard by others",Keep the in-meeting discussion and collaborations focused in hybrid meetings,Discuss and brainstorm complex problems between on-site and remote attendees,Agenda and time tracking for hybrid meetings,Notes taking in hybrid meetings,Better network and workplace setup at home,Tool support for sharing workplace status of whether working from home or in office,"Tool support for collaborative creativity (e.g., brainstorming or discussion on complex problems)",More flexible meeting tools,Tools to provide personalized insights on productivity and well-being,"Flexibility of using a variety of devices for work (e.g., laptop, desktop, phone)",Smooth transition of work between office and home,Maintaining a social connection between remote workers and office workers,Efforts for inclusion/more presence during work activities for those working remotely,Support for maintaining boundaries between work life and personal life,Feeling a sense of team/community regardless of where they work,Guidelines and best practices for hybrid work
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,-2,-2,-1,1,0,1,-1,1,0,-2,2,2,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-2,,,-1,,-1,0,,,,1,0,-99,-99,0,-99,0,-1,-99,-99,-99,61% - 80%,2,1,1,-1,-1,-2,1,1,2,2,2,2,2,0,1,1,1,1,1,1
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,2,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,,,,,-1,,,,,1,0,-99,-99,-99,-99,0,-99,-99,-99,-99,81% - 100%,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,-2,1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,81% - 100%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,-2,,,-1,,-1,1,,,,1,-1,-99,-99,0,-99,0,0,-99,-99,-99,81% - 100%,1,1,1,1,1,1,1,1,2,1,0,1,0,1,1,0,0,1,1,1
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,1,0,0,1,1,1,2,2,2,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,,,,-1,,,,,,,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,81% - 100%,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,2,1,2,0
Shanghai-HUAXIN,Global Sales and Marketing Ops,Individual Contributor,Other,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,-2,,,-1,,,,,,-1,-99,-1,-99,-99,1,-99,-99,-99,-99,-99,1,21% - 40%,-2,0,-1,-1,-1,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,2,Weekly: I schedule to work remotely on particular day(s) every week,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,2,,,,2,,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,61% - 80%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai-HUAXIN,Worldwide Commercial Business ,Individual Contributor,Other,2,Weekly: I schedule to work remotely on particular day(s) every week,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,,-1,,,,0,1,,,,-1,-99,0,-99,-99,-99,0,-1,-99,-99,-99,41% - 60%,0,-1,0,0,0,-1,-1,0,1,1,1,0,0,0,1,0,0,1,0,0
Shanghai-ZIZHU,Worldwide Commercial Business ,Individual Contributor,Customer Support ,2,Weekly: I schedule to work remotely on particular day(s) every week,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2,1,1,1,1,0,1,1,-2,1,1,1,2,2,2,2,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,-1,,,,,-1,-1,,0,,0,0,-99,-99,-99,-99,0,0,-99,0,-99,41% - 60%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Shanghai-HUAXIN,Worldwide Commercial Business ,Individual Contributor,Other,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,0,1,0,1,0,1,1,0,1,1,-1,0,1,1,1,1,1,0,0,0,0,-1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-1,,,,,,,,-1,-1,0,-1,-99,-99,-99,-99,-99,-99,-99,-1,1,0% - 20%,0,-1,0,0,0,-1,-1,0,1,1,1,1,0,1,0,0,0,2,1,1
Beijing-BJW-2,Cloud + AI,Individual Contributor,Researcher ,2,"Shifting: I schedule to work remotely for some weeks, then return to office for some weeks",2,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,NA,NA,1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-1,-1,-1,,-2,-1,,,,,,1,1,0,-99,0,0,-99,-99,-99,-99,-99,41% - 60%,1,1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,1,1
Shanghai-HUAXIN,Global Sales and Marketing Ops,Individual Contributor,Other,2,Weekly: I schedule to work remotely on particular day(s) every week,2,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,-1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,61% - 80%,0,-1,-1,-1,-1,-1,0,0,2,1,0,-1,-1,-1,-1,0,1,1,1,1
Shanghai-HUAXIN,Business Development Group,Individual Contributor,Sales ,1,-99,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,-1,-1,,,-1,-1,-1,-1,,-1,-2,0,0,-99,-99,0,0,0,1,-99,0,0,21% - 40%,0,-1,-1,-2,-1,-2,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1
Shanghai-HUAXIN,Marketing and Consumer Business,Individual Contributor,Business Development/Marketing/Public Relationship ,1,-99,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-1,-1,1,,-1,,-1,-1,,,0,0,0,0,-99,0,-99,0,0,-99,-99,0,81% - 100%,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
Shanghai-HUAXIN,Global Sales and Marketing Ops,Individual Contributor,Sales ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,2,0,2,2,-1,-2,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,-1,-1,,,-1,,-1,,0,,-2,0,0,-99,-99,0,-99,0,-99,0,-99,1,21% - 40%,1,1,-1,-1,1,-2,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
Beijing-BJW-1,HR Group,Individual Contributor,HR/Legal ,1,-99,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,-2,NA,1,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,,0,,,,,1,-99,0,0,0,-99,0,-99,-99,-99,-99,61% - 80%,NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Shanghai-HUAXIN,Global Sales and Marketing Ops,People Manager,Business Development/Marketing/Public Relationship ,1,-99,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,1,0,0,1,0,2,0,1,0,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,,,,,,1,1,,,,1,-99,-99,-99,-99,-99,1,1,-99,-99,-99,21% - 40%,1,0,2,1,1,0,1,2,2,1,1,1,2,0,1,2,0,1,1,1
Suzhou,Cloud + AI,Individual Contributor,Program Manager/UX Researcher ,2,Bi-weekly: I schedule to work remotely on particular day(s) every two weeks,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,1,,,,,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,41% - 60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyberport Hong Kong,Marketing and Consumer Business,Individual Contributor,Business Development/Marketing/Public Relationship ,1,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,
Shanghai-HUAXIN,Global Sales and Marketing Ops,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,-1,1,-1,2,2,0,2,2,2,2,2,2,2,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,,0,,,,,,,,-1,1,-99,0,-99,-99,-99,-99,-99,-99,-99,0,41% - 60%,-1,1,-1,-1,0,0,-1,1,1,1,1,0,1,1,1,2,1,2,1,0
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,,,,,-1,,,,,1,1,-99,-99,-99,-99,1,-99,-99,-99,-99,0% - 20%,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,1,0,0,0,1,1,0,0,1,2,2,2,2,0,0,1,0,1,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,-1,,-1,,,0,,1,-99,-99,-99,1,-99,1,-99,-99,-1,-99,41% - 60%,2,2,-1,0,-1,-2,0,2,2,0,1,-1,-1,-1,2,-1,0,2,-1,0
Shenzhen-COMTECH,Finance Group,Individual Contributor,IT Operations ,3,-99,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-2,2,2,0,0,-2,2,2,2,1,-1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,,-1,,,0,0,,,,0,-1,-99,-1,-99,-99,-1,-1,-99,-99,-99,1,81% - 100%,-2,0,-1,-1,-1,-1,-1,NA,1,1,0,-1,-1,1,-1,1,1,1,1,1
Beijing-BJW-2,Experience + Devices,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,-1,,,,,-1,,,,,1,-1,-99,-99,-99,-99,1,-99,-99,-99,-99,81% - 100%,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Beijing-BJW-1,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,-2,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,,,,,-2,,,,,1,-1,-99,-99,-99,-99,-1,-99,-99,-99,-99,0% - 20%,2,1,-2,-1,-1,-1,1,1,2,-1,0,0,0,2,2,0,0,0,1,-1
Beijing-BJW-2,Experience + Devices,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,-2,,,,,,,-99,-99,-99,-99,-1,-99,-99,-99,-99,-99,-99,41% - 60%,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
Beijing-BJW-1,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,,0,-1,1,,,,,,,1,-99,-1,-1,-1,-99,-99,-99,-99,-99,-99,41% - 60%,1,1,1,2,1,0,2,2,2,2,2,2,1,1,2,0,0,0,0,0
Shanghai-HUAXIN,Experience + Devices,Senior Leader,Hardware Engineer/Hardware Manufacturing  ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,1,0,0,1,0,0,1,1,1,0,1,2,2,-2,0,-1,1,1,0,2,2,2,-1,-1,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,-2,-1,,,,-1,0,1,,0,-99,0,-1,-99,-99,-99,-1,-1,-1,-99,0,81% - 100%,2,NA,2,0,1,-2,1,2,-1,0,0,0,-1,1,0,1,-1,-1,1,-1
Beijing-BJW-1,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,0,1,1,1,0,1,1,0,1,0,-2,1,2,2,0,0,-1,1,-1,0,0,-1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,-2,0,,-2,,-1,,,,,1,0,0,-99,-1,-99,0,-99,-99,-99,-99,61% - 80%,2,2,2,2,1,-1,0,1,1,2,2,1,0,2,1,0,-1,1,2,2
Suzhou,Technology & Research,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,0,1,1,0,0,1,1,0,-1,0,-2,NA,1,2,-2,-2,2,1,0,1,NA,-1,2,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,,,,,0,,-1,,,1,1,-99,-99,-99,-99,1,-99,-1,-99,-99,0% - 20%,NA,NA,NA,-1,-2,-2,NA,NA,1,1,2,-1,-1,2,2,1,1,2,1,-1
Beijing-BJW-2,Technology & Research,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,2,2,0,2,2,1,2,1,0,2,1,0,0,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-2,,0,-1,0,-1,,,0,,1,0,-99,-1,-1,-1,-1,-99,-99,-1,-99,0% - 20%,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1
Suzhou,Other,Senior Leader,Prefer not to answer,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-2,-1,-1,,,,-1,,,0,0,0,0,-1,-99,-99,-99,0,-99,-99,-1,-1,0% - 20%,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0
Shanghai-HUAXIN,Global Sales and Marketing Ops,Individual Contributor,Other,1,-99,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,,,0,,0,,0,,,,,-99,-99,0,-99,0,-99,0,-99,-99,-99,-99,61% - 80%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Shenzhen-COMTECH,Global Sales and Marketing Ops,Individual Contributor,Sales ,1,-99,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,-2,,,,,,,,,-2,-1,0,-99,-99,-99,-99,-99,-99,-99,-99,1,21% - 40%,2,2,-1,0,1,1,1,2,1,-1,0,1,1,1,1,1,1,1,1,1
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,-1,1,1,-1,-1,1,1,1,-1,-1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,,,,,,,,,,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,61% - 80%,1,1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
Shanghai-HUAXIN,Global Sales and Marketing Ops,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,2,Bi-weekly: I schedule to work remotely on particular day(s) every two weeks,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,2,2,0,1,0,1,1,1,1,2,1,-1,0,2,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,-1,-1,,,0,,-1,-1,0,-1,-1,-1,0,-99,-99,-1,-99,-1,-1,0,0,1,61% - 80%,1,0,-2,1,-1,-1,1,0,2,0,0,2,0,2,1,0,1,1,1,1
Shanghai-HUAXIN,Global Sales and Marketing Ops,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,1,0,1,1,1,0,1,1,2,1,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-2,,,,,,,,,,0,-1,-99,-99,-99,-99,-99,-99,-99,-99,-99,0% - 20%,1,0,-1,-1,-1,0,NA,-1,1,1,1,1,1,1,1,1,1,1,1,1
Suzhou,Experience + Devices,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,-2,,-2,,,,,0,,1,-99,0,-99,0,-99,-99,-99,-99,0,-99,61% - 80%,1,-1,0,-1,0,-1,1,0,2,1,1,2,1,-1,0,0,0,1,1,0
Beijing-BJW-1,Other,Individual Contributor,Program Manager/UX Researcher ,1,-99,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,,0,0,,,-1,1,,,,1,-99,-1,-1,-99,-99,1,0,-99,-99,-99,21% - 40%,2,1,1,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1
Other,Executive,Individual Contributor,Sales ,1,-99,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,,,,1,-2,-1,1,,,-1,-1,-99,-99,-99,-1,1,-1,-1,-99,-99,61% - 80%,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1
Cyberport Hong Kong,Marketing and Consumer Business,Individual Contributor,Business Development/Marketing/Public Relationship ,1,-99,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,-1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,,1,0,,0,,,,,1,-99,-99,1,1,-99,1,-99,-99,-99,-99,1,0% - 20%,0,-1,-1,-1,-1,-2,0,0,-1,0,0,-1,0,0,-1,-1,0,1,1,0
Shanghai-ZIZHU,Cloud + AI,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,-1,1,-1,2,2,1,2,1,0,1,0,1,1,1,1,-1,-1,-1,0% - 20%,-1,-1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
I never visit an office,Business Development Group,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-2,-1,0,1,1,1,-1,-1,-1,-1,-1,1,41% - 60%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2
Suzhou,Experience + Devices,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,1,0,1,0,1,1,1,1,0,NA,NA,2,2,NA,2,1,1,-1,-1,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,,,,0,,,,,-1,,1,-99,-99,-99,-1,-99,-99,-99,-99,1,-99,0% - 20%,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,2,2,2,2,2
Beijing-BJW-2,Experience + Devices,Individual Contributor,Software Engineer/Software Architect/Data Scientist ,1,-99,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,-1,,,,,,,,1,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,41% - 60%,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
